text,label
Tagal nga lang dumating pero ok naman packaging and sa product ok nman maganda but di nko bbili ulit. for me lang nmn,1
Maganda tela. mabilis din diliver kaso ung size masyadong maliit para sa 3xl,0
"Maganda nmn ung tela, sakto lng xa at kasya nmn, tanx u sa seller at Kay kuya rider",1
"So disapointed, wag nlng po kyo maglagay ng pamimili- ang kulay kung kayo din po ang masusunod. Black ang inorder ko pero blue yung dumating. Colorblinded po b kyo? Tnx",0
"49 lng lhat cra kasi ung isa, pero ok lng order nalang ulit ako Mura lang din Recomended dn tong shop sana sa sunod pag umorder ulit ako complete na at wlang damage! Thanks Seler, Thanks Shopee Thanks Rider. Godbless",1
Im not satisfied yung isang powerbank hndi gumagana sana man lng chinecheck yung item bago iship out sayang lng pera ko i will not order again.,0
hindi ko pa na try yung product na badtrip lang ako sa packaging dahil hindi man lang nilagyan ng bubble wrap kaya naman yupi yupi yung lalagyan. pano nalang kung nasira,1
wala man lang pong box or plastic sana yung product,0
2pcs pa binili ko poor quality mahina yun hangin. sayang ang pera,0
Grabe nmn kayo Nivea. This is the 2nd time you delivered to me the wrong item. Ang layo nmn ng item na yan sa Pore Minimizer. Kitang kita nmn sa nakasulat sa item nyo and pagkakaiba. This is disappointing. Looks like inuubos lng ba nyo ang stock nyo for Extra White.,0
No leaks namn nung dumating. Only concern ko lang is 2023 agad yung expiration date. Feb 2022 ko binili. Pangmaintanance ko lng toh. And umaabot sakin ng 3 years tapos ang lapit n ngexpiration date,1
Sira po yung lock niya and wrong color po yung dumating.,1
Okay nam po kaso hindi natupad yung color na gusto ko mali yung diniliver na colo,1
Thank you shoppee at sa seller PO. at sa rider PO. malakas ung mic nia. ung sound lng Nia mahina. ok nmn din sa uulitin PO mag order PO ako ulit next time.,1
"Pangit yung item, I' m not satisfied. Sira ang scroll Botton nya kusang nag scroll down at pag nag scroll up ka baba pa rin.",0
"maganda naman yung quality at naiship on time kaso pag try namin is di masyado maka adapt ng signal, di namin alam kong sa lugar ba walang signal or yung radio. ita try pa namin ulit pero worth the price naman. maganda sya sobra",1
Yung isang kulay lang ang tumama sa order ko okay lang sana kahit iba yung kulay pero sana IBA IBA po. May magka pareho pa talaga Anyways salamat pa rin.,0
Medyo glittery lang yung liner pero okay langs medyo obvious kase sya pag napakapal,0
Okay naman yung products at naka MIUI 13 na siya mura lang siya nakuha ko nakaless ng 600+ yun nga lang medyu matagal maship yung phone sa ulitin ulit thank you seller.,1
"Ang tagal dumating. Tapos nung dumating na, 1 week ko pa nacheck kasi nasa bakasyon ako, pag balik ko bakasyon, nakakadismaya kasi sobrang yupi, tapos wala pa masyadong bubble pack. Sayang yung ginamit ko sa spaylater. Sana naman ayusin nyo ang pag balot. Yuping yupi eh, di na magamit.",0
"Super worth the price! Superbbb! Sobrang happy ko, bagay na bagay to sa mga beginner like me. Super cute din ng mga packaging hehe thank you sa freebies na Lip oil! Love it!",1
seller kita naman dun sa order list ko at item list nyo kng ano color ng mga inorder ko pero mali parin pinadala nyo kahit isa walang tumama except syermpre dun sa random na isa. d porket mura lang e kng ano nalang gusto nyo ipadala naglagay pa kayo ng variant selection nyo. be responsible naman,0
"ganda ng quality and packaging ng product, super responsive din yung shop aliw sya kausap and fast transaction",1
"D aq nag hesitate kasi OPPO na to ii. so ayun, para sa anak q n phone nga. kahit nong aq un nagtesting, lag. c wifi ndi mapindot. nag ooff xa. ngmanual reset ganun p din. sinabi q kay seller un issue. sv padala q daw s service center! 2days p ln un phone nga. nkkadisappoint ln nga.",0
Seller Scammer mali ang binigay sa akin ang mahal pa naman binayaran ko wala akung inorder na sponge hindi na ako mag oorder sa shop na to,0
"Not Recommended, Mas okay pa kung electric fan nalang bilhin niyo useless lang. Pero good siya tuwing 1- 3 PM",0
"thank you shoppee and seller ang ganda po na na, order ko ganda ng tunog at ang color ng led, thank you po",1
Napakahina Ng hangin Niya ok lng Sana Kung maliit Basta malakas nmn Sana Yung hangin e kaso maliit n nga mahina pa tsk tsk. nabudol ako,0
Maganda sya malakas yung speaker nya mahina lang yung ilaw pwedd sya pag may inom hahahah thanks you seller,1
Maiksi s anak ko piro thank you seller sana d masira agad ok n din pambahay nya,1
tanggal yun takip nung dumating gawa ng courier pero oks lang naman. next time pakisecure po ng ayos pagpack. thank you,1
"Maayos nadeliver. May free 30 na gift card sobrang balot na balot ng bubble wrap at may resibo for warranty medyo maliit sya, mabilis lang uminit pero keri naman need lang ng pahinga kahit 2 mins bago ka ulit mag mix. Pero all around, ayos na ayos yung item. Bili ulit next time",1
Uki naman po yong tela. maganda po yong item. kaso yong zipper sa Comporter niya maikli lang. sana taas taasan na man ng kunti. haha pero sa lahat po uki po sya.,1
Hay naku bakit ganun may butas nmn ung joggers n bnigay at sobrang nipis nia. first tym k p nmn mg order ayoko n ulitin.,0
HUWAG KAYU BIBILI DITO HINDI COMPLETO PINADALA SAKIN NAPAKADAMING KULANG HINDI AKO MA REFUNAN SA SHOPPE Un responsible SELLER,0
Ano b naman to binigay nyo sakin seller Jogger black order ko tapos dumating pula Tapos ang short naman sa picture Lang maganda. Ayusin nyo naman kc kmi mga customer nag bayad kmi NG maayos tapos ggaguhin nyo kmi. Palitan nyo to. Dahil Jan masira kayu sa customer nyo,0
"Maraming maraming salamat seller completo naman order ko, 5 star parin kahit antagal dumating sa akin, maganda din ang packaging secured na secured salamat po sa uulitin.",1
bakit naman nasira yung isa di nyo man lang chineck ang ganda naman nung iba,0
"my orders are completely received but sad to say Hindi binalot ng mabuti ni seller kaya yung cartons nya nasira, although gumagana nmn lahat pero itong power bank not recommended kasi bilis malowbat.",1
ok ah ngayon nio lng dineliver ung parcel pinapacancel ko na nga dahil tag ulan na hindi ko na magagamit pero pinilit nio pa din ipadeliver mag isang buwan bago nio dineliver nice,0
"Yan muna rating ko for now. Tried the 2 pods, yung white nakakain ko ang juice and napakakonti ang lumalabas na usok. Minsan walang usok pero nalalasahan ko juice. Tapos yung black, di nagli- leak as of now pero konti yung usok and amoy at lasang plastic.",0
Maayos packaging matagal nga lang shipping nadelay isang araw,1
"Ang ink nya makapal nga lang yung shades tapos d sya waterproof talaga, pero okay nadin para sa price.",0
Mganda sya walang sira maaus ang pagkakapack at naingatan ng rider,1
nagustuhan sya ng asawakoh hehe ung pagdating nyang bad mood biglang ngumiti nung nagamit nya wala pong pic. kasi sya mismo nagbukas hehe,1
"Nice gift for my sister! Buti natiempuhan ko restock ng vanya bags. 2 lang nitestock nila sa black, nakakuha ko yeeeey",1
Yupi yupi yung mga box ng Sabon hindi sya mukang Bagong bili,0
"Maganda po siya, maayos at nasa box pa. Salamat Kay seller sa super fast na Pag asikaso sa item. Will order ulit next time.",1
I expected a lot sa parcel na dadating sakin but Nung dumating Hindi umaandar yung powerbank ket anong charge ko. Hindi din naman lowbat kahit ibang connector yung ginagamit ko ayaw talaga mag on.,0
"Bilis malobat, wala pang 5 mins after icharge olats na",0
"Ayan kayat kayat siya di maganda ang process. Kulang pa ng brush tapos dipa binawas. Okay na sana e, kaso kulang. Next time dina ako oorder.",0
maganda yung product kaso tanggal yung sa gilid sakit sa ulo,0
Okay naman siya parang masarap kupitan ang asawa pag ganto ang wallet. Charizzz hahahahahaha.,1
Maganda siya pag naglalakad ka papuntang school kasi uhawin ako saka malaki siya para sa 5 hours school,1
"Nagustuhan ni insan, OK quality naman tas nakarating naman ang package on time, so all in all OK naman, thank you seller.",1
Masyadong maliit para sa size na 34- 35 not recommended.,0
"Di man lang umabot isang bwan Verry dissappointing. Sobrang hassle isaoli. Kaya no choice ipaayus nalang. Bumili ka nga ng mura, mapapamura ka talaga. Sana naman seller bago nyu iship tinetest nyu muna ng mabuti. Sobrang nakakadisamaya kayo. Pangalawang order ko pa naman to.",0
"Bakit kailangan ng 600 words ang ilalagay para maka receive ako ng 0. 4 coins? Parang essay na to ah! Btw, Okay lang yung pants medyo na dissapoint lang ako kasi mas naging dark ang colors compared sa picture.",1
Ginagamit ko pa sya and so far okay naman. Sayang lang dahil kahit pi. nack sya. Nag leak pa rin sa takip yung laman ng deo roll. Pero okay naman.,1
Sayang Pera di kumakana ung left side di na ulit Ako bibili dto,0
"Nagana naman kahit may konting crack sana next time maayos na po, 5 star pa din",1
Di naman totoong waterproof at smudge proof KALOKA HAHAHAHAHA,0
"Maganda, dont expect too much nga lang kasi manipis. Pero I give 4 stars",1
"No hate to the seller. Pero sobrang liit ng XXL. kasya sa kapatid ko na sobrang payat. If your waistline is more than 32, wag nyo na bilhin kasi magmumukha kayong suman. Honest feedback lang po. Again, no hate to the seller.",0
Okey sia pero log sia pag umiinit. Then dumating sakin ung package. Yupi ang box ng isang keyboard buti nlng hndi nabasag. Sana ei double ang karton para hndi masira ang mga package.,1
Iba yung color na naresib ko instead of black dalawang gray ang nilagay. And magkakaiba pala sya ng size ung nude color ang laki ng size compare sa gray,0
Okay na okay yung package naka bubble wrap pa pero natapon yung mga lotion sa dalawang bottle moving forward dapat nakatape yung upper part ng bottle para hindi natatapon upon delivery seller,0
"Not so long lasting for me parang after a while i notice na wala na yung liner, maybe ganun talaga",1
inedit ko na yung picture pero ayon iba pa ring color yung dumating,0
Gd product sulit nman khit matagal bago dumating kumpleto nman po,1
Thank you seller maganda and working naman malakas kaso nga lang white dumating pero ok lang,1
Sale nga kayo! Pero kulang naman binigay niyo. 4pairs inorder ko nagbayad ako 120 tapos 3 lang binigay niyo. Napaka irresponsible supplier naman po kayo!,0
Order ko kulay blue dumating black. Taz basag Ang bosses Ng speaker. Tsaka anong silbi nong mic. Hindi Naman compatible sa saksakan.,0
Change Rate po! now ko lang napansin bakit parang wala naman po blue light for anti radiation. Pero ok naman sya di ko lang sure kung anti radiation nga po nabili ko sa inyo. Salamat po,1
"Okay na sana kaso kinakalawang na yung screwdriver bits. Na try ko na rin, working naman. Sana tumagal. Thank you!",1
"Mukhang pambata lang Ang sukat Ng short, Masikip sa akin.",1
"Kompleto siya dumating at lahat gumagana, salamat seller sa magandang products order ulit kami dito pag kaylangan",1
okay siya for one person only mahina nga lang but its okay,1
Anyare seller bakit ganyan ang dumating sakin di yan masusuot ng asawa ko black at grey ang order ko pero ito ang dumating sakin subra akong disappointed sa order ko,0
"okay na sana eh kahit manipis yung tela, pero bakit naman ganoon ngay seller, sira naman sya, mukhang luma naman nang dumating ay",0
Nakakainis kulang kulamg pinadala nila and hindi man lang sumasagot si seller. KULANG NG ISANG ITEM PINADALA NIYO!,0
Ang cute pa nmn nya kaso 30percent kaya nya d xa nakakafull ng cp expected pa nmn aq pero rate q pa ren sguro kasi mura lang kya gnon.,0
Sana original itong order ko takot ako magorder ng skincare na di original at baka dumami pa pimple ko,1
Nakakadismaya Kasi kulang Ng Isa Yung PARCEL ko may order akong Press Powder WALANG dumating,0
Good quality ung item nka bubble wrap nung dumating ginagamit n nmin ok nman cya.,1
Parang hnd naman kasaya yung bed sheet sabi super king size dw mukhang style punta yung bedsheet paano q ipagkakasya tong superking size bed namen prang lalagyan lng ng comforter yung bed sheet ipaparepair qpa tuloy hussle.,1
"May yupi lng sa gilid. Happy kasi pwede sya sa webcam. Good buy sya. Thank you seller, shopee and kay kuya nagdeliver.",1
Legit! Pero Hindi nga lang mganda ung Cam. Pero pwede n rin.,1
"Maganda sya, tsaka mukhang matibay. Kaso meron lang konting color red na parang mantsa. Di ko sure kung matatanggal if kusutin ko ang part na yun.",1
Hindi gunagana un USB porter mo luma at gamit na! Parang pinulot lng kung saan.,0
Kulang Ang order ko. Wala Yong 2pcs aloe gel. Nag message ako Kay seller wala manlang reply.,0
WAG NA KAYO BUMILI DITO SAYANG PERA NIYO! WALANG KWENTA HINDI RESPONSIVE SI SELLER. NAG CHAT AKO ABOUT THIS PERO PARANG WALANG PAKIALAM TODO TANGGI PA POOR PACKAGING WALA MANLANG BOX KAYA SIRA SIRA ITEM KULANG NG DALAWANG STICK! DALWA LANG ANG DUMATING NAPAKA TAGAL NG DELIVERY INABOT NG 2 WEEKS TAPOS SIRA PA DADATING,0
Sobrang ganda nagustohan ko. Oorder ulit ako nang ibang design thanks seller,1
dismayado ako. Di naman lumalamig mas mahal pato hayup naman. sayang pera sainyo. Bibili pa sana ako sa store ko kaso baka masira lang ako. Madaling masira pa. hayup paki palitan to.,0
ANG BAGAL NG SHIPMENT. 7 DAYS NA STUCK SA SORTING ANO BA YAN. CHAT KO SELLER SABI NG CSR WALA SILANG MAGAGAWA AFTER KO BUMILI AT NAKAPAG BENTA SILA WALA NG PAKE. POOR CUSTOMER SERVICE,0
Thanks shoppee super ganda nang tuning may pang kantahan n kme nang baby ko.,1
Super nice pero di makasya pala saken kahit xxl order nalang ako ulit,1
"Yong airpod Isa lang Ang gumagana, tapos ung tripod Ang pangita Ng quality. Mahal pa Naman! I don' t recommend this stuff",0
"Supeeer nice ng bluetooth speaker but i ordered color blue, excited akong buksan yung package but nung pag bukas ko, color black yung na deliver at hindi yung color blue speaker. looking forward to order again but hoping next time yung kulay na talaga ng order ko ang dumating",1
Maganda ung product. parang mamahalin talaga. ungb lagayan ng bigas maganda din saka mukang matibay. Problema lang ung mga label nung bottle seasoning sana kung ilalagay sa loob ilagay sa pouch or envelop para di dumikit sa loob dahil syempre mainit matatangal sa pagkakadikit dun sa paper nya.,1
Sorry po pero disapointed ako. Napaka hina ng hangin. as in. waste ok money. Anyway ni rcvd. ko nman. That' s one risk of buying in online.,0
"If bibili kayo nito wag na kayong mag add one size. Huwag niyo akong gagayahin, kung ano yung orig. size niyo yun na yung sundin niyo dahil ayaw ko kayong magsisi. Btw maganda yung shoes hindi nga lang maganda yung pagkapack niya. Pero ok lang ang mahalaga maganda yung nasa loob.",1
Okay nmn sya power bank kaso Yung saksakan lng tabingi sya Hindi sya NASA ayos Ng lagay medyo mahirap sya icharge.,1
Yung light di na gumagana wala pa 1 week na gamit khit ibilad sa araw wala pdn. Seller is not responsive khit andami ko na message sa item na hindi naisama sa order! Nagbayad ako ng item at shipping na di ko natanggang ang i ang items. Maski isa walang reply si seller. Wag na kau umorder dito.,0
"ang ganda nya sobra ang ganda ng quality, yung wedge nya lahat ang ganda pag sinusuot ko tumatangkad ako ang ganda talaga promise! 5 star ka saken! thank you kay seller and ate na nag deliver!",1
"so ayun na nga as u can see ni swatch ko sya tinry ko na jan kng waterproof ba sya at natuwa naman ako kc waterproof nga. yung picture yan ung after ng 4 hours ko sa labas, kumaen ako ng pizza uminom ng c2 at uminom ng tubig ayan visible pa rin sya. but sadly hindi sya smudge proof pero worth it naman dahil malambot sa labi. will definitely order again",1
My order has arrived po pro na disappoint lng po ako kac Yung salamin basag Po TAs Yung speaker Hindi masyadong gumagana.,0
Walang radio clip tapos sobrang hina ng speaker. Problema lng tlg dto ung warranty hay Shopee,0
di ganon kalakas pero keri na. Binili ko talaga to kasi ang hassle punasan at walisin ng mga libag ng eraser sa drafting table ko This will help a lot with my cleaning since I do a lot of plates and plates makes a lot of mess lol. It cleans my laptop keyboard too 3,1
"free sige order received maganda subrang ganda po ng tila malambot at maganda yong pagkatahi, what you see is what you get nag try lang po ako ito nga subrang ganda, order olit ako pagmay buget na uli, order na kayo sa shope na to, salamat shoppe at seller, at sa rider",1
Sobrang tagal dumating halos 3weeks tapos pagka dating hndi man lang naka box ang worst is kulang ang order ko tapos yung e rerefund lang yung kulang pano naman ang shipping ko? for this seller! ang products nya parang laruan lang parang nagsayang ka ng pera.,0
"Sa tatlong inorder ko isa lng ang tama. Nkakadismaya nmn order ko po BLACK, DARK GRAY at NAVY BLUE. anyare po?",0
Goods naman siya safe na dumating yung items salamat po sa seller sana tumagal yung batter sulit po thanks po,1
Maganda namn kaso may butas Yong isa pero OK Lang trashing ko na Lang Maganda na sa price niya at Sakto Lang Sa akin kaso nga Lang hipster Lang siya,0
"Excellent quality! Ang gaan gaan kaya madaling gamitin, super sulit! basta maganda siya order na kayo ano pa hinihintay nyo",1
"I always buy P& G products. super sulit and effective. thou, napansin ko na may sariling flagship na si olay. pero okay pa din.",1
buti n lang 9 lamg sya. walang hangin super hina d rin mgagamit,0
Wrong size. I ordered 3XL but I received maybe medium- large. Di man lang magkasya sa paa ko ung sinend nyo. Dapat kinancel nyo na lang order ko di ung nagsend pa kayo ng ibang size. Halatang pera lang habol nyo hindi ung satisfaction ng customers!,0
Mabilis naship ni seller. Kaya naman mabilis nadeliver. Maganda at mukhang matibay/ maganda ang item. Next time uli. Thank you.,1
"Order ko black, bat gray dumating. Very Dissapointed di nako bibili sa inyo.",0
"So happy nung natanggap ko yung mga order ko, nabox po siya at completo lahat, walang damage at ang ganda ng quality. thank a lot po.",1
Maganda cxa promise maganda Ang tela Nya at Saka comportable isuot,1
"Mahina ang buga ng hangin, kailangan malapit sayo ang fan. Ok na rin para sa anak ko Kapag May sudden brown out sa madaling araw charging mode muna ako then balikan ko ang comment pag May problema. Thanks seller and kuya rider. Thanks Shopee",1
Basag ung soundsat ung mic. hindi man lng naka bubble wrap,0
All goods lahat dito naman po ako lagi naorder for my small business. Secured din lagi pagkakapack. Salamat keep up the good work,1
"Buti na lang dumating bago birthday ng tatay ko, kala ko next year pa dadating pero umabot naman ganda pa",1
It consume 9KWH/ day which is higher than advertised. maingay Nag yeyelo yung baba Pinag sisihan ko.,0
Sorry picture and video not related wala na kasi saakin dito okay naman sya di lang ako aware na super liit lang pala hehe tnx,1
SUPER GANDA AND MAGANDA QUALITY NG CAP MEJO NATAGALAN NGA LANG NADELIVER KAYA DI NA UMABOT SA PAGGAGAMITAN KO.,1
Effictive sa mga tao nsa loob lng ng bahay d umaalis n short yayamanin walang ginagawa Peo ung sa tikton not true may gamit iba yan Nki uso lang not effective gawa ng tiktok,1
"Makapal siya, tapos need talaga siya gamitan ng electrical air bump keneme basta yun kasi pag simpleng pang pahangin lang katulad dun sa ginagamit sa air bed medyo mahirap siya so basta maganda naman Kaso ang tagal nadeliver samin nastuck siya sa hub huhuhuh",1
"Ayaw gumana ng mini wireless keyboard na add- ons. Pag naka on yung yellow light, ibig naka disable yung touch pad nyan. Ang problema ay ayaw na ma- enable yung touch pad ulet pag accidente nyo syang nadisable. Kahit paulit ulit nyo pa pindotin yung Fn+ RF",0
Dismayado ako. Color blue sana order ko pero black ang dumating.,0
"di maganda yung quality, tapos mas mahina yung isa. i bought 2 pcs, same quality then ung volume nung isang headset parehong low.",0
May slight issue lang sa item pero overall maganda naman,0
"Ok namn na sana kaso lng d nmn ata chineck bago I shipped out kasi tangal ung hinang nung isa, ginawan nlng ng paraan, dun nmn magaling ang pinoy sa paraparaan, thank u padn kay seller nxt time make sure na walang damage ung item bago i ship out.",1
mbilis malowbat. sna mabalik pa at sayang ang pera ko.,0
"May butas at wrong size, xl inorder large ang dumatin",0
Maganda perfectly working pero need ng app para lang mapagana yun lang! Mabilis mag connect at malinaw ang volume pag connected,1
Ok naman. Maganda tignan. Super fanceeeeyyyy! Kaso yunh isang pot di ma detect nung induction cooker.,1
i mean for the price hindi na ako magrereklamo kasi maganda naman din kahit papaano yung tela hindi siya sobrang thin pero sana po idouble check niyo yung item bago iship. Hopefully matanggal yung stain kapag nilagyan ng bleach. Thankyou!,1
"Yaaaaaaaay! Finally dumating na hihihi magagamit ko na talaga ang purpose ng kpop album hahahahha thank youuu seller. Okay na okay yung tunog niya. Nashunga lang ako kala ko sira, pero need pala muna i pull yung cord. Hihihi ayuun bili na kayo hahahaha",1
"as u can see sa photo, the bottom part was so dusty like kala mo galing sa buhanginan. tbh i dont recommend getting this kasi yung mismong paglalagyan ng phone is so stiff na parang masisira na phone mo sa sobrang stiff niya kapag nilagay mo. Havent tried the led but nonetheless, its disappointing.",0
As you can see. sobrang nipis Po nitong product nila. Compare sa luma Kong set na ganyan din. Malambot at Ang nipis. Sayang Pera. Tsk tsk tsk.,0
Maganda naman Yung item kaso medyo mahina lg Pero oks lg Ty naden Kay kuya rider na mabait,1
5 star kasi ambilis nakarating nung order. thank you po,1
"Maganda yung product at mukhang okay rin naman ang quality, pero yung pagkakapackage ang hindi okay. Pwedeng masira kung maibagsak ng rider yung item. Walang bubble wrap na ayos or styrofoam na pang protect ng item. Pero thanks pa rin. Yung video nasa Silent wired mouse na product!",1
Dark pink pla sa in person kse sa pictures medyo light pink pero maganda pa din kse pink buti nag stock kala ko never na ko makabili. Thanks Aquaflask,1
1st time ko umorder ito nangyari nag order ako ng black tapos yung na receive ko orange very disappointed,0
"The item is very good, good Quality matibay npka ganda sobra. pro kng gaano po xa kganda ay ganon din sobrang npka tgal ng pg delivery. mtgal domating. pro oks lng.",1
Thanks complete nman po at maayos packaging walang damage,1
"Pre order na nga, wrong item pa yung isa kong order. Wala man lang plastic ang mga damit, basta na lang pinasok sa pouch. Copy paste ang CS chat nila. Overall, good naman ang items. Packaging and hindi lang organized ang items. Pag pre order, expected na tama and maayos dadating ang items. Yun lang",0
"hello po, pagbukas po ang malakas pero pakatapos mahina na, cgorp depende po sa phone na gamit po, pero maayos naman tunog niya, ung box yupi na po cia, at yong microphone umi echo, salamat pa din po.",1
3 days bago madeliver. Lahat ng port functioning. Salamat po sa seller,1
"ganda niya after iapply kaso 30mins later nag dadry siya at medj namumuo sa inner ng lips pero goods naman long lasting nga pero dapat hindi ka muna kumain o uminon ng kahit ano kasi mawawala agad every after eat ko nawala na ang color so nag aapply nlng me again and again kahit uminom lng ako ng tubig HAHAHASHHSSHAH 4 stars lng muna thanks kimuse sa experience will order ibang type of lip tint again Ako' y tahimik lang sa umpisa Kahit di mo ko pilitin Malasing mo lang ako, agad sasama Kahit di mo ko akitin Meron ka bang lemon? Gusto ko tequila Pagkatapos kong mag- shot, sipsipin mo aking dila Wag mong subukan, buo kitang isusubo Sige, sige, sige, lika, lika dito Ako' y tahimik lang sa umpisa Kahit di mo ko pilitin Malasing mo lang ako, agad sasama Kahit di mo ko akitin Meron ka bang lemon? Gusto ko tequila Pagkatapos kong mag- shot, sipsipin mo aking dila Wag mong subukan, buo kitang isusubo Sige, sige, sige, lika, lika dito Ako' y tahimik lang sa umpisa Kahit di mo ko pilitin Malasing mo lang ako, agad sasama Kahit di mo ko akitin Meron ka bang lemon? Gusto ko tequila Pagkatapos kong mag- shot, sipsipin mo aking dila Wag mong subukan, buo kitang isusubo Sige, sige, sige, lika, lika dito Ako' y tahimik lang sa umpisa Kahit di mo ko pilitin Malasing mo lang ako, agad sasama Kahit di mo ko akitin Meron ka bang lemon? Gusto ko tequila Pagkatapos kong mag- shot, sipsipin mo aking dila Wag mong subukan, buo kitang isusubo Sige, sige, sige, lika, lika dito",1
Puro sira ayaw magdownload ayaw mag copy ang paste. dalawa pa naman binili ko.,0
Pwede gamitin using power bank. Kaya kahit papano ok na din. Wag mag expect na malakas ang buga mg hangin kahit na may ice na lagay. mas recommended ang rechargeable fan na ka presyo nito.,1
I just got mine yesterday pero ngayon ko lng napicturan actually i bought 3 Romoss power bank tig isa kmi ng mga kapatid ko. Sa ngayon ok nmn sya kc nafull charge nya ipod nmin in just 2 hrs. at may natira pang 55% after used kc 85% ang laman nung dumating ang product. Siguro legit nmn tlga sya.,1
OK Lang wala namang sira. Cute Cia parang ako. Haha,1
Ang ganda ng pants subrang nagustohan ko kasi hindi manipis at Tama lang yung length nya sa height ko. Thank you seller!,1
Ang lupit. Nkaka hiya nmn official store p nmn kau pero niloloko nyo buyer nyo. Binili at binayaran ko 175grms. Pinadala nyo 130grms. Husay.,0
"Maganda siya all goods naman gumagana lahat ng color at gumagana din yung remote apps niya, sa speaker naman gumagana din siya pero kapag nakacall ka hindi siya gagana, thank you seller",1
Ok naman sana ang dating or deliver mabilis lang ok din naman ang packaging naka bubble rap pa ang nakakainis lang bakit may parang basag sya. Di pa na try kung gumaga kainis naman sana gumagana haysss,0
grabe ntatawa nlng aq. malakas pa ung pag ihip ko kesa s hangin ng fan n ito. nkakadissapoint,0
"i hate ths kaloka! Okay lahat ng nabili ko. Except dito sa sa T- shirt na to, hindi maganda for me, Malapad na maiksi akala ko mahaba sya. bw 5' 3 ako ordinary lang haba nya",0
Wag na kayo umorder. madulas mabilis makasugat sa paa.,0
Yun lang masyadong maliit yun size sakin parang pambata.,0
Maganda sya kaso ung isang panty mukang loose na hahaha,1
"Ok yong tela, nakadismaya lang ksi c seller hndi talga responsible sa kanyang mga buyer nag msg pa nga ako na sana ang kulay na ipadala is same sa kulay na niorder ko at kng hndi na avail mag msg muna sya para ako mismo mag change ng kulay na gustu ko. Kso hindi sya nag reply kaya yan mali ang kulay.",0
Di dumedetect sa laptop ko. Ok naman sa keyboard na anbili ko dito pero sa mouse ayaw nya.,0
"Ang ganda sana, kaso basag ang dumating, see photos for proof. I am so disappointed!",0
"Okay naman tela, maganda pagka gawa, malinis pagkatahe, problema sizes nya malayo sa large, malayo din sa small parang, size ng bata,",1
Kelan pa naging BLACK ang Green Kelan parin naging XL sa Large Kaloka sana snbe ng maaga panget pa ng tela,0
"Nice Quality, saktong sakto sakin, order ako ulit sa sunod, thank you seller",1
Maganda sya. Yung quality nya para sa presyo nya. May konting tastas lang na sinulid pero pwede na. Matagal lang na ship yung item. Pre order pala yung isa kong na order Worth the wait naman thankyou seller.,1
Sorry walang picture naibalot ko na kasi eh. Pero mga dzaiiii bili na kayo. Super ganda worth it bilhin. Lakas makasosyal! Pwedeng pwede ipang regalo kahit sa mga boss. Di ka mapapahiya.,1
Second purchase ko na expecting nacworking ulit lahat but sad to say basag yung isa and yung isa hindi umiilaw.,1
Maganda dna kaso Hindi nasundo Ang kulay at Wala pang straw Ang 2 bottle Bata pa nmn gagamitn nito. anu to tunggain nlng ayusin nyo namn pag bgay ng item hindi namn pinupulot Ang pera.,1
Sira ang isa tas kulay dilaw pa. Expect ko puro puti lahat ng darating. Worst sira pa. Buti cod para ganyanin nio order ko eh hindi namn.,0
di gumagana sira responsible seller nito wag na kayo bumili,0
"Nanibago ako sa matte liptint na to dahil masyado siyang wet pag inilalagay sa lips at matagal matuyo which is very unlikely sa isang matte liptint. Malagkit siya pag inilagay sa lips, at hindi siya dry. So ang ginagawa ko is pag naglalagay ako, tinutuyo ko siya thru tissue. Overall, okay naman siya pwede na.",1
Okay naman sya. Super tagal lang dumating. Mga 2 weeks. Hehe.,1
Ok na sana kaso wlaang star sa likod same price lang nmn Ng nabili ko. nakakainis lang. pero salamat narin.,0
"Item is complete, I' m so happy na mabilis naship at deliver maayos din ang packaging.",1
Maganda cxa. kaso Ang bilis malowbat nakakadisapoint.,0
ok naman ung TV ung tv box fake dahil sira wag nawag kayu bumili ng tv box walng kwentA. Kyng mY zero rating dapat sa inyo zero,0
"Binugyan mo ako ng hindi gumagana, grabe ka, manloloko",0
Madali ma lowbat kailagan kopa I charge kahit nka music at parang may crack sya pag full volume,1
Ang ganda ng product and maganda din ang quality. Super secured yung package plus may pa- box pa. Recommended talagang pangregalo. Sobrang nagustuhan ng pinagbigyan ko,1
Kaka charge ko lang nasa 100 percent pero nung ginamit ko ang bilis ding ma- low batt. Haysss,0
"medyo nadismaya ako sa dress and mga puff shirts kasi ang iksi nya lang sa akin, parang bata lang yung susuot, pati shorts ang iksi ng measurements. ang ganda pa namn sa picture pero yung tela ang pangit pla",0
Twice na ako na ako nag order for my officemate and his cousin. Bet na bet talaga nila mga trousers dito. Di masyadong manipis pero may iba di pareho ang sizes pero okay na okay na man sulit sa price. Recommended!,1
Sobrang tagal dumating nakailang attemp bago ma- shipout,1
"Ok naman item maganda quality, fit sa akin jogger pants, issue lang mali isa kulay, dapat black dumating pero dark gray isa. 4 star lang dahil doon. Gusto ko sana umorder ulit ng dark blue or black kaso baka mali nanaman ibigay.",1
"XXL po ang order ko, pero xl lang dumating na size, di kasya sa anak. sana po seller nagmessage po kayo kung walang size na xxl.",0
